"Control1" "Control2" "Control3" "Treatment1" "Treatment2" "Treatment3" "control" "experimental" "ratio" "ratio_log2"
"246692_at" 41.7716648735354 15.7131903393085 98.615355871689 169.558311904129 28.7876809563384 180.189310944307 52.0334036948443 126.178434601591 2.42495062098146 1.27795537014905
"246696_at" 32.2715748589076 17.3186075301921 50.611217974691 171.522360959499 48.1947696941615 23.1122102827518 33.4004667879302 80.9431136454708 2.42341264747596 1.27704008113254
"246697_at" 5.59136510802502 71.3334716248342 16.8112944645572 313.603169598369 65.4940944773518 140.388197773564 31.2453770658055 173.161820616428 5.54199810908777 2.47040621857643
"246698_at" 14.8237049279813 21.10798199496 71.057456242499 234.753292908629 45.7109664939692 55.8462916561532 35.6630477218134 112.103517019584 3.14340821048267 1.65232963611944
"246710_at" 30.2451343223557 25.4003152039038 25.592902744167 66.5819882984522 31.4332998788597 161.61315553066 27.0794507568088 86.542814569324 3.19588515094102 1.6762155637274
"246751_at" 8.07324843374174 66.0927669234325 15.9536640483128 297.440196257811 25.2751016139135 93.8696188472952 30.0398931351623 138.86163890634 4.62257433079212 2.20869651828885
"246752_at" 19.04707495739 14.6749052571038 32.358370021455 251.622328373789 10.8043551682095 22.9654868693303 22.0267834119829 95.1307234704429 4.318865886641 2.11065251735946
"246764_s_at" 4.01261273633492 29.4220618758165 15.4745834989954 21.6742445351925 36.146555130858 97.3896686809418 16.3030860370489 51.7368227823308 3.17343738877157 1.66604637884258
"246771_at" 11.6381413653696 14.437790501299 30.304815321887 27.2491678527617 11.192536925631 81.3925445228774 18.7935823961852 39.94474976709 2.12544627868278 1.08776579487104
"246794_s_at" 240.522438813482 39.3000351678923 24.5747490782359 281.861766604247 198.463871048482 353.885763993759 101.46574101987 278.070467215496 2.74053551889047 1.4544578329515
"246797_at" 48.4439013712878 60.3112761266656 85.4937096057953 222.246920778593 72.5759094075323 181.143511798459 64.7496290345829 158.655447328195 2.45029121701155 1.29295322366489
"246798_at" 36.2680420390492 32.6307627295669 37.9683070447146 201.934289975413 74.6865432367597 180.293551404002 35.6223706044436 152.304794872058 4.27553787936448 2.09610592808696
"246804_at" 2.22248493297258 33.6877400795514 22.3164335007755 556.711697773041 7.37691053045764 70.7028117670455 19.4088861710998 211.597140023515 10.9020753771325 3.44653089514544
"246805_at" 57.0576917152941 20.4283609348537 48.5602854712213 162.636878672394 125.794564381959 20.8077471645943 42.0154460404564 103.079730072982 2.4533770264804 1.29476895930785
"246827_at" 89.0706832517542 20.7772915428065 34.3688800478849 233.074476604356 102.250800981018 33.1507900722699 48.0722849474819 122.825355885881 2.55501389251761 1.35333113562934
"246848_at" 5.33834021867082 18.0640296137898 27.6752894214657 108.553089758194 21.5105486353885 16.7840353406304 17.0258864179754 48.949224578071 2.87498831933894 1.52355609460797
"246869_at" 24.8035596312978 215.2675831648 23.0429227770066 471.879234617217 51.4087549081338 12.7246932103988 87.7046885243681 178.67089424525 2.03718748964723 1.02657876279609
"246872_at" 60.3337776703303 47.059126477657 78.7486535024484 75.8021719319908 82.0927951255997 282.675349376624 62.0471858834786 146.856772144738 2.36685628934933 1.24297211125324
"246875_at" 175.021757326377 242.055386079341 25.6356852188687 334.091692160226 108.009230844277 2096.72203822805 147.570942874862 846.274320410851 5.73469481135238 2.51971671102505
"246877_at" 10.4678977039363 16.9004666495763 52.4284811268271 131.867908365991 8.38127202515545 111.644573397823 26.5989484934466 83.9645845963231 3.15668811558511 1.65841172776336
"246884_at" 6.16017662564678 13.176516930895 23.8775134470239 108.498390339214 11.8736895613827 33.3980811682533 14.4047356678552 51.2567203562833 3.55832425794976 1.83119798447261
"246996_at" 339.911689333538 431.285285797989 458.655874078866 696.235470516814 1005.5216906157 909.374490188145 409.950949736798 870.377217106886 2.12312526087742 1.08618949037456
"247004_at" 60.2321226805459 130.288933509354 25.8041886624028 230.032930450558 103.196864464612 122.35538777842 72.1084149507676 151.86172756453 2.10601949395524 1.07451879044834
"247017_at" 9.58229884810043 30.4050582076773 17.4043016559776 400.214064736527 57.1446780532689 303.878902891913 19.1305529039184 253.745881893903 13.2639073825163 3.72943393300594
"247018_at" 51.3234292192509 157.162173012248 49.6968737889564 540.723789415784 64.9607162033089 90.0131521837474 86.0608253401518 231.899219267613 2.69459673842357 1.4300693816947
"247047_at" 184.615804419169 375.134636472269 38.2516807881155 714.229221414471 632.310500116308 674.208673367628 199.334040559851 673.582798299469 3.37916592874774 1.75666719356301
"247068_at" 101.692194695844 55.2935724001089 41.6106371964321 356.395091248356 123.893964563933 157.541587582083 66.198801430795 212.610214464791 3.21169280817049 1.68333390863257
"247070_at" 5.50704348246679 17.2201877836278 47.2265708447363 121.562422950773 5.74537438144511 77.5181820297426 23.3179340369436 68.2753264539869 2.92801782292613 1.54992433537363
"247096_at" 26.5582466003124 29.5257901359602 28.4159645368971 315.846916231484 21.2853290597801 114.082374405313 28.1666670910566 150.404873232192 5.33981790411932 2.41679054466501
"247122_at" 34.3235824262573 51.2926360704885 21.1425218300974 40.7788199085804 39.3625544092397 203.50283111451 35.5862467756144 94.5480684774434 2.65687103991626 1.40972820351962
"247199_at" 3796.82058012366 3930.50711113556 3181.53374329077 7015.26754061682 7767.47804653243 7538.34103975854 3636.28714485 7440.36220896926 2.04614264841733 1.03290672718999
"247224_at" 53.427166441827 19.5678567764535 128.468264641756 517.775622654479 111.090955076202 99.9189631583533 67.1544292866788 242.928513629678 3.61746077228396 1.8549773722682
"247229_at" 66.5179737099091 26.2159055962418 41.0359260205802 44.1265679688515 75.7683330539763 177.257360359943 44.5899351089104 99.0507537942569 2.22137021622316 1.15144985420822
"247243_at" 184.866310415923 108.614477558909 119.845649450678 617.263513376338 352.965874360725 423.869399559126 137.775479141837 464.699595765396 3.37287591855876 1.75397924543204
"247253_at" 30.4537584945103 18.073705233075 30.0854933854752 271.544600876656 61.2538936850141 8.40414838780996 26.2043190376868 113.734214316493 4.34028505579259 2.11778979729494
"247269_at" 20.6751856250219 13.9319983015468 25.5768117089502 160.512647779918 10.2882792927973 73.2049802207439 20.0613318785063 81.3353024311531 4.05433213127268 2.01946427936054
